morphemes,doc_id,text
"[('상태', 'NNG'), ('기계', 'NNG'), ('복제', 'NNG'), ('결함', 'NNG'), ('감내', 'NNG'), ('제공하다', 'VV'), ('있다', 'VA'), ('기술', 'NNG'), ('알려지다', 'VV'), ('클라이언트', 'NNG'), ('요청', 'NNG'), ('같다', 'VA'), ('순서', 'NNG'), ('정렬', 'NNG'), ('복제', 'NNG'), ('실행', 'NNG'), ('결정', 'NNG'), ('알고리즘', 'NNG'), ('실행', 'NNG'), ('결과', 'NNG'), ('정상', 'NNG'), ('복제', 'NNG'), ('요청', 'NNG'), ('실행하다', 'VV'), ('같다', 'VA'), ('상태', 'NNG'), ('되다', 'VV'), ('확장', 'NNG'), ('없다', 'VA'), ('복제', 'NNG'), ('수', 'NNG'), ('늘어나다', 'VV'), ('처리', 'NNG'), ('량', 'NNG'), ('늘어나다', 'VV'), ('논문', 'NNG'), ('전체', 'NNG'), ('시스템', 'NNG'), ('성능', 'NNG'), ('제고하다', 'VV'), ('있다', 'VA'), ('확장', 'NNG'), ('가능', 'NNG'), ('프로토콜', 'NNG'), ('제안하다', 'VV'), ('지리', 'NNG'), ('분산', 'NNG'), ('클라이언트', 'NNG'), ('복제', 'NNG'), ('데이터', 'NNG'), ('액세스', 'NNG'), ('특성', 'NNG'), ('고려하다', 'VV'), ('전체', 'NNG'), ('시스템', 'NNG'), ('파티션', 'NNG'), ('분할하다', 'VV'), ('파티션', 'NNG'), ('클라이언트', 'NNG'), ('요청', 'NNG'), ('순서', 'NNG'), ('결정하다', 'VV'), ('리더', 'NNG'), ('두다', 'VV'), ('액세스하다', 'VV'), ('데이터', 'NNG'), ('상충하다', 'VV'), ('이상', 'NNG'), ('트랜잭션', 'NNP'), ('동시', 'NNG'), ('처리', 'NNG'), ('과반', 'NNG'), ('동의', 'NNG'), ('리더', 'NNG'), ('강제', 'NNG'), ('쓰다', 'VV'), ('근간', 'NNG'), ('하다', 'VV'), ('알고리즘', 'NNG'), ('확장하다', 'VV'), ('구현하다', 'VV'), ('테스트', 'NNG'), ('베드', 'NNG'), ('상', 'NNG'), ('실험', 'NNG'), ('통하다', 'VV'), ('효용', 'NNG'), ('입증하다', 'VV'), ('기존', 'NNG'), ('접근', 'NNG'), ('방식', 'NNG'), ('비교하다', 'VV'), ('데이터', 'NNG'), ('지역', 'NNG'), ('따르다', 'VV'), ('트랜잭션', 'NNP'), ('처리', 'NNG'), ('응답', 'NNG'), ('시간', 'NNG'), ('줄이다', 'VV'), ('있다', 'VA'), ('확인하다', 'VV'), ('있다', 'VA')]",0,상태 기계 복제 결함 감내 제공하다 있다 기술 알려지다 클라이언트 요청 같다 순서 정렬 복제 실행 결정 알고리즘 실행 결과 정상 복제 요청 실행하다 같다 상태 되다 확장 없다 복제 수 늘어나다 처리 량 늘어나다 논문 전체 시스템 성능 제고하다 있다 확장 가능 프로토콜 제안하다 지리 분산 클라이언트 복제 데이터 액세스 특성 고려하다 전체 시스템 파티션 분할하다 파티션 클라이언트 요청 순서 결정하다 리더 두다 액세스하다 데이터 상충하다 이상 트랜잭션 동시 처리 과반 동의 리더 강제 쓰다 근간 하다 알고리즘 확장하다 구현하다 테스트 베드 상 실험 통하다 효용 입증하다 기존 접근 방식 비교하다 데이터 지역 따르다 트랜잭션 처리 응답 시간 줄이다 있다 확인하다 있다
"[('논문', 'NNG'), ('착용', 'NNG'), ('형', 'NNG'), ('증강현실', 'NNP'), ('기반', 'NNG'), ('체험', 'NNG'), ('콘텐츠', 'NNG'), ('돌탑', 'NNG'), ('콘텐츠', 'NNG'), ('제안하다', 'VV'), ('착용하다', 'VV'), ('있다', 'VA'), ('형태', 'NNG'), ('증강현실', 'NNP'), ('주목', 'NNG'), ('기술', 'NNG'), ('수용', 'NNG'), ('산업', 'NNG'), ('현장', 'NNG'), ('특수', 'NNG'), ('목적', 'NNG'), ('응용', 'NNG'), ('집중', 'NNG'), ('개발', 'NNG'), ('현황', 'NNG'), ('반면', 'NNG'), ('제안하다', 'VV'), ('돌탑', 'NNG'), ('콘텐츠', 'NNG'), ('일반', 'NNG'), ('사용자', 'NNG'), ('공감하다', 'VV'), ('참여하다', 'VV'), ('있다', 'VA'), ('돌탑', 'NNG'), ('소재', 'NNG'), ('바탕', 'NNG'), ('하다', 'VV'), ('이동', 'NNG'), ('환경', 'NNG'), ('공간', 'NNG'), ('활용하다', 'VV'), ('자연', 'NNG'), ('손', 'NNG'), ('제스처', 'NNG'), ('바탕', 'NNG'), ('돌', 'NNG'), ('찾다', 'VV'), ('쌓다', 'VV'), ('있다', 'VA'), ('구성하다', 'VV'), ('제안하다', 'VV'), ('돌탑', 'NNG'), ('콘텐츠', 'NNG'), ('환경', 'NNG'), ('구현', 'NNG'), ('규모', 'NNG'), ('미술관', 'NNG'), ('파일럿', 'NNG'), ('전시', 'NNG'), ('통하다', 'VV'), ('일반', 'NNG'), ('사용자', 'NNG'), ('대상', 'NNG'), ('평가', 'NNG'), ('수행하다', 'VV'), ('평가', 'NNG'), ('결과', 'NNG'), ('콘텐츠', 'NNG'), ('대하다', 'VV'), ('전반', 'NNG'), ('만족도', 'NNG'), ('평균', 'NNG'), ('나타나다', 'VV'), ('돌탑', 'NNG'), ('소재', 'NNG'), ('대하다', 'VV'), ('콘텐츠', 'NNG'), ('적절성', 'NNG'), ('높다', 'VA'), ('나타나다', 'VV'), ('콘텐츠', 'NNG'), ('이해도', 'NNG'), ('사운드', 'NNG'), ('대하다', 'VV'), ('만족도', 'NNG'), ('높다', 'VA'), ('나타나다', 'VV'), ('객체', 'NNG'), ('인지', 'NNG'), ('신체', 'NNG'), ('적응도', 'NNP'), ('객체', 'NNG'), ('컨트롤', 'NNG'), ('낮다', 'VA'), ('만족도', 'NNG'), ('보이다', 'VV'), ('위', 'NNG'), ('같다', 'VA'), ('사용자', 'NNG'), ('평가', 'NNG'), ('통하다', 'VV'), ('소재', 'NNG'), ('대하다', 'VV'), ('공감대', 'NNG'), ('긍정', 'NNG'), ('반응', 'NNG'), ('확인하다', 'VV'), ('착용', 'NNG'), ('환경', 'NNG'), ('체험', 'NNG'), ('상호', 'NNG'), ('작용', 'NNG'), ('일반', 'NNG'), ('사용자', 'NNG'), ('어려움', 'NNG'), ('확인하다', 'VV')]",2,논문 착용 형 증강현실 기반 체험 콘텐츠 돌탑 콘텐츠 제안하다 착용하다 있다 형태 증강현실 주목 기술 수용 산업 현장 특수 목적 응용 집중 개발 현황 반면 제안하다 돌탑 콘텐츠 일반 사용자 공감하다 참여하다 있다 돌탑 소재 바탕 하다 이동 환경 공간 활용하다 자연 손 제스처 바탕 돌 찾다 쌓다 있다 구성하다 제안하다 돌탑 콘텐츠 환경 구현 규모 미술관 파일럿 전시 통하다 일반 사용자 대상 평가 수행하다 평가 결과 콘텐츠 대하다 전반 만족도 평균 나타나다 돌탑 소재 대하다 콘텐츠 적절성 높다 나타나다 콘텐츠 이해도 사운드 대하다 만족도 높다 나타나다 객체 인지 신체 적응도 객체 컨트롤 낮다 만족도 보이다 위 같다 사용자 평가 통하다 소재 대하다 공감대 긍정 반응 확인하다 착용 환경 체험 상호 작용 일반 사용자 어려움 확인하다
"[('연구', 'NNG'), ('케이팝', 'NNG'), ('아이돌', 'NNG'), ('피지컬', 'NNG'), ('앨범', 'NNG'), ('유통', 'NNG'), ('구조', 'NNG'), ('따르다', 'VV'), ('팬덤', 'NNP'), ('수용', 'NNG'), ('특징', 'NNG'), ('의하다', 'VV'), ('앨범', 'NNG'), ('차트', 'NNG'), ('내', 'NNG'), ('아티스트', 'NNG'), ('편중', 'NNG'), ('현상', 'NNG'), ('조명하다', 'VV'), ('개선하다', 'VV'), ('위하다', 'VV'), ('방안', 'NNG'), ('제시하다', 'VV'), ('국내', 'NNG'), ('음악', 'NNG'), ('시장', 'NNG'), ('케이팝', 'NNG'), ('아이돌', 'NNG'), ('음악', 'NNG'), ('산업', 'NNG'), ('주', 'NNG'), ('되다', 'VV'), ('따르다', 'VV'), ('주류', 'NNG'), ('음악', 'NNG'), ('경우', 'NNG'), ('유통', 'NNG'), ('홍보', 'NNG'), ('하다', 'VV'), ('있다', 'VA'), ('콘텐츠', 'NNG'), ('플랫폼', 'NNG'), ('다변', 'NNG'), ('시급하다', 'VA'), ('위하다', 'VV'), ('선행', 'NNG'), ('연구', 'NNG'), ('기반', 'NNG'), ('음악', 'NNG'), ('소비', 'NNG'), ('방식', 'NNG'), ('변화', 'NNG'), ('인하다', 'VV'), ('음반', 'NNG'), ('산업', 'NNG'), ('변화', 'NNG'), ('양상', 'NNG'), ('고찰하다', 'VV'), ('써클 차트', 'NNP'), ('음반', 'NNG'), ('판매량', 'NNG'), ('분석', 'NNG'), ('통하다', 'VV'), ('아티스트', 'NNG'), ('편중', 'NNG'), ('현상', 'NNG'), ('조명하다', 'VV'), ('이후', 'NNG'), ('신진', 'NNG'), ('예술인', 'NNG'), ('실태', 'NNG'), ('조사', 'NNG'), ('따르다', 'VV'), ('예술', 'NNG'), ('활동', 'NNG'), ('단절', 'NNG'), ('사례', 'NNG'), ('분석', 'NNG'), ('통하다', 'VV'), ('정책', 'NNG'), ('개선', 'NNG'), ('요구', 'NNG'), ('대안', 'NNG'), ('정책', 'NNG'), ('마련', 'NNG'), ('필요', 'NNG'), ('제시하다', 'VV'), ('연구', 'NNG'), ('통하다', 'VV'), ('기술', 'NNG'), ('발전', 'NNG'), ('따르다', 'VV'), ('음반', 'NNG'), ('유통', 'NNG'), ('변화', 'NNG'), ('케이팝', 'NNG'), ('아이돌', 'NNG'), ('피지컬', 'NNG'), ('앨범', 'NNG'), ('랜덤', 'NNG'), ('포토', 'NNG'), ('카드', 'NNG'), ('팬싸인회', 'NNP'), ('응모권', 'NNG'), ('부가', 'NNG'), ('상품', 'NNG'), ('결합하다', 'VV'), ('유통', 'NNG'), ('앨범', 'NNG'), ('구성', 'NNG'), ('설명', 'NNG'), ('미', 'NNP'), ('제공', 'NNG'), ('문제', 'NNG'), ('음반', 'NNG'), ('소비', 'NNG'), ('문제', 'NNG'), ('대하다', 'VV'), ('대책', 'NNG'), ('마련', 'NNG'), ('확인하다', 'VV'), ('있다', 'VA'), ('케이팝', 'NNG'), ('음반', 'NNG'), ('유통', 'NNG'), ('과정', 'NNG'), ('인하다', 'VV'), ('아이돌', 'NNG'), ('편중', 'NNG'), ('현상', 'NNG'), ('심화', 'NNG'), ('확인하다', 'VV'), ('있다', 'VA'), ('예술', 'NNG'), ('활동', 'NNG'), ('경력', 'NNG'), ('단절', 'NNG'), ('경험', 'NNG'), ('수치', 'NNG'), ('높다', 'VA'), ('집계', 'NNG'), ('예술', 'NNG'), ('실태', 'NNG'), ('조사', 'NNG'), ('근거', 'NNG'), ('국내', 'NNG'), ('음반', 'NNG'), ('시장', 'NNG'), ('케이팝', 'NNG'), ('아이돌', 'NNG'), ('편중', 'NNG'), ('따르다', 'VV'), ('주류', 'NNG'), ('음악', 'NNG'), ('아티스트', 'NNG'), ('유통', 'NNG'), ('홍보', 'NNG'), ('콘텐츠', 'NNG'), ('예술', 'NNG'), ('활동', 'NNG'), ('환경', 'NNG'), ('변화', 'NNG'), ('개선책', 'NNG'), ('마련', 'NNG'), ('확인하다', 'VV'), ('있다', 'VA'), ('연구', 'NNG'), ('케이팝', 'NNG'), ('아이돌', 'NNG'), ('산업', 'NNG'), ('치중', 'NNG'), ('국내', 'NNG'), ('음악', 'NNG'), ('시장', 'NNG'), ('문제점', 'NNG'), ('지적하다', 'VV'), ('대중', 'NNG'), ('음악', 'NNG'), ('예술인', 'NNG'), ('활동', 'NNG'), ('환경', 'NNG'), ('조성', 'NNG'), ('도움', 'NNG'), ('되다', 'VV'), ('있다', 'VA'), ('정책', 'NNG'), ('제안', 'NNG'), ('근거', 'NNG'), ('자료', 'NNG'), ('쓰다', 'VV'), ('의의', 'NNG'), ('지니다', 'VV')]",5,연구 케이팝 아이돌 피지컬 앨범 유통 구조 따르다 팬덤 수용 특징 의하다 앨범 차트 내 아티스트 편중 현상 조명하다 개선하다 위하다 방안 제시하다 국내 음악 시장 케이팝 아이돌 음악 산업 주 되다 따르다 주류 음악 경우 유통 홍보 하다 있다 콘텐츠 플랫폼 다변 시급하다 위하다 선행 연구 기반 음악 소비 방식 변화 인하다 음반 산업 변화 양상 고찰하다 써클 차트 음반 판매량 분석 통하다 아티스트 편중 현상 조명하다 이후 신진 예술인 실태 조사 따르다 예술 활동 단절 사례 분석 통하다 정책 개선 요구 대안 정책 마련 필요 제시하다 연구 통하다 기술 발전 따르다 음반 유통 변화 케이팝 아이돌 피지컬 앨범 랜덤 포토 카드 팬싸인회 응모권 부가 상품 결합하다 유통 앨범 구성 설명 미 제공 문제 음반 소비 문제 대하다 대책 마련 확인하다 있다 케이팝 음반 유통 과정 인하다 아이돌 편중 현상 심화 확인하다 있다 예술 활동 경력 단절 경험 수치 높다 집계 예술 실태 조사 근거 국내 음반 시장 케이팝 아이돌 편중 따르다 주류 음악 아티스트 유통 홍보 콘텐츠 예술 활동 환경 변화 개선책 마련 확인하다 있다 연구 케이팝 아이돌 산업 치중 국내 음악 시장 문제점 지적하다 대중 음악 예술인 활동 환경 조성 도움 되다 있다 정책 제안 근거 자료 쓰다 의의 지니다
"[('묘', 'NNG'), ('장', 'NNG'), ('출토', 'NNG'), ('간', 'NNG'), ('독', 'NNG'), ('문서', 'NNG'), ('자료', 'NNG'), ('지하', 'NNG'), ('세계', 'NNG'), ('보내다', 'VV'), ('문서', 'NNG'), ('계류', 'NNG'), ('문서', 'NNG'), ('각종', 'NNG'), ('집부', 'NNG'), ('요구부', 'NNG'), ('원부', 'NNG'), ('호구', 'NNG'), ('명부', 'NNG'), ('도적', 'NNG'), ('명부', 'NNG'), ('포함하다', 'VV'), ('고지서', 'NNG'), ('의물소', 'NNP'), ('부건', 'NNP'), ('문서', 'NNG'), ('현실', 'NNG'), ('세계', 'NNG'), ('상계', 'NNG'), ('계해류', 'NNG'), ('공문서', 'NNG'), ('범주', 'NNG'), ('유사', 'NNG'), ('군국', 'NNG'), ('중앙', 'NNG'), ('제출하다', 'VV'), ('공문서', 'NNG'), ('묘주', 'NNP'), ('지하', 'NNG'), ('주인', 'NNG'), ('제출하다', 'VV'), ('문서', 'NNG'), ('현재', 'NNG'), ('계류', 'NNG'), ('가다', 'VV'), ('독', 'NNG'), ('문서', 'NNG'), ('부장', 'NNG'), ('한', 'NNG'), ('묘', 'NNG'), ('장', 'NNG'), ('있다', 'VV'), ('부장', 'NNG'), ('문서', 'NNG'), ('묘주', 'NNG'), ('신분', 'NNG'), ('일치하다', 'VV'), ('기', 'NNG'), ('부장', 'NNG'), ('계류', 'NNG'), ('가다', 'VV'), ('독', 'NNG'), ('문서', 'NNG'), ('묘주', 'NNG'), ('신분', 'NNG'), ('높다', 'VA'), ('전자', 'NNG'), ('사람', 'NNG'), ('명계', 'NNG'), ('생전', 'NNG'), ('계속하다', 'VV'), ('지역', 'NNG'), ('다스리다', 'VV'), ('부귀', 'NNG'), ('누리다', 'VV'), ('바라다', 'VV'), ('반영하다', 'VV'), ('후자', 'NNG'), ('묘주', 'NNP'), ('지하', 'NNG'), ('세계', 'NNG'), ('현세', 'NNG'), ('풍족하다', 'VA'), ('귀하다', 'VA'), ('삶', 'NNG'), ('살다', 'VV'), ('바라다', 'VV'), ('소망', 'NNG'), ('나타내다', 'VV'), ('부장', 'NNG'), ('계류', 'NNG'), ('문서', 'NNG'), ('병부', 'NNG'), ('특별', 'NNG'), ('문서', 'NNG'), ('있다', 'VV'), ('문서', 'NNG'), ('기록', 'NNG'), ('병거기', 'NNG'), ('종류', 'NNG'), ('수량', 'NNG'), ('지금', 'NNG'), ('전례', 'NNG'), ('없다', 'VA'), ('전국', 'NNG'), ('시대', 'NNG'), ('묘', 'NNG'), ('장', 'NNG'), ('견책', 'NNG'), ('기록', 'NNG'), ('병기', 'NNG'), ('거마기', 'NNG'), ('비교하다', 'VV'), ('고병부', 'NNP'), ('초나라', 'NNP'), ('예제', 'NNG'), ('풍속', 'NNG'), ('유물', 'NNG'), ('보이다', 'VV'), ('간', 'NNG'), ('계류', 'NNG'), ('문서', 'NNG'), ('묘주', 'NNG'), ('현세', 'NNG'), ('세계', 'NNG'), ('신분', 'NNG'), ('지위', 'NNG'), ('증명하다', 'VV'), ('위하다', 'VV'), ('묘', 'NNG'), ('장', 'NNG'), ('출토', 'NNG'), ('계류', 'NNG'), ('문서', 'NNG'), ('성격', 'NNG'), ('명계', 'NNG'), ('문서', 'NNG'), ('속하다', 'VV'), ('문서', 'NNG'), ('완벽', 'NNG'), ('필사', 'NNG'), ('데이터', 'NNG'), ('정확', 'NNG'), ('있다', 'VA'), ('준비', 'NNG'), ('정성', 'NNG'), ('있다', 'VA'), ('필사하다', 'VV'), ('때', 'NNG'), ('근거', 'NNG'), ('있다', 'VV'), ('사료', 'NNG'), ('가치', 'NNG'), ('무시하다', 'VV'), ('없다', 'VA')]",13,묘 장 출토 간 독 문서 자료 지하 세계 보내다 문서 계류 문서 각종 집부 요구부 원부 호구 명부 도적 명부 포함하다 고지서 의물소 부건 문서 현실 세계 상계 계해류 공문서 범주 유사 군국 중앙 제출하다 공문서 묘주 지하 주인 제출하다 문서 현재 계류 가다 독 문서 부장 한 묘 장 있다 부장 문서 묘주 신분 일치하다 기 부장 계류 가다 독 문서 묘주 신분 높다 전자 사람 명계 생전 계속하다 지역 다스리다 부귀 누리다 바라다 반영하다 후자 묘주 지하 세계 현세 풍족하다 귀하다 삶 살다 바라다 소망 나타내다 부장 계류 문서 병부 특별 문서 있다 문서 기록 병거기 종류 수량 지금 전례 없다 전국 시대 묘 장 견책 기록 병기 거마기 비교하다 고병부 초나라 예제 풍속 유물 보이다 간 계류 문서 묘주 현세 세계 신분 지위 증명하다 위하다 묘 장 출토 계류 문서 성격 명계 문서 속하다 문서 완벽 필사 데이터 정확 있다 준비 정성 있다 필사하다 때 근거 있다 사료 가치 무시하다 없다
